plot_area_code,gedi_shot_number,biwf,l4_agbd,beam,time,rh_100,num_modes,l4_agbd_se,pft,region,modis_treecover,modis_nonvegetated,landsat_treecover,hse,k_allom,studysite
MAB05h,173990800100060781,36.40175803498656,332.8814697265625,BEAM1000,2022-01-08T00:29:30Z,43.97999954223633,12,17.121841430664062,2,4,54,10,76,1.149999976158142,1,MABOUNIE
MAB05h,173990800100060782,43.940352493199875,402.9937744140625,BEAM1000,2022-01-08T00:29:30Z,43.2400016784668,14,17.129291534423828,2,4,54,10,86,1.149999976158142,1,MABOUNIE
MAB04h,173991100100056704,16.82382010098611,125.78199768066406,BEAM1011,2022-01-08T00:29:29Z,31.5,5,17.121536254882812,2,4,27,9,100,1.149999976158142,1,MABOUNIE
MAB04h,173991100100056705,27.285720911789873,213.5320281982422,BEAM1011,2022-01-08T00:29:29Z,34.34000015258789,6,17.121620178222656,2,4,27,9,95,1.149999976158142,1,MABOUNIE
MAB04h,173991100100056706,29.80606216374949,252.04493713378906,BEAM1011,2022-01-08T00:29:29Z,41.439998626708984,9,17.12125587463379,2,4,27,9,100,1.149999976158142,1,MABOUNIE
MAB04h,173991100100056707,48.43952547925362,426.97442626953125,BEAM1011,2022-01-08T00:29:29Z,46.86000061035156,11,17.12667465209961,2,4,28,11,100,1.149999976158142,1,MABOUNIE
MAB04h,173991100100056708,41.95608236293675,415.61944580078125,BEAM1011,2022-01-08T00:29:29Z,45.560001373291016,11,17.12668800354004,2,4,28,11,100,1.149999976158142,1,MABOUNIE
MAB12h,154930100100056128,15.41489126048578,103.22636413574219,BEAM0001,2021-09-07T00:06:02Z,23.18000030517578,5,17.125356674194336,2,4,42,8,95,1.149999976158142,1,MABOUNIE
MAB01h,24970200100062691,16.560797956377534,125.5511474609375,BEAM0010,2019-05-22T19:47:19Z,31.1200008392334,5,17.1214542388916,2,4,64,7,90,1.149999976158142,1,MABOUNIE
MAB01h,24970200100062692,22.571196985932367,182.01589965820312,BEAM0010,2019-05-22T19:47:19Z,40.81999969482422,9,17.13096809387207,2,4,64,7,56,1.149999976158142,1,MABOUNIE
MAB05h,24970200100062759,28.53242660754312,268.75567626953125,BEAM0010,2019-05-22T19:47:19Z,41.150001525878906,8,17.12057113647461,2,4,54,10,90,1.149999976158142,1,MABOUNIE
MAB05h,24970200100062760,34.895339494424476,285.3644714355469,BEAM0010,2019-05-22T19:47:19Z,39.959999084472656,9,17.12181854248047,2,4,51,10,95,1.149999976158142,1,MABOUNIE
MAB05h,24970200100062761,37.425359784067886,330.8233337402344,BEAM0010,2019-05-22T19:47:19Z,43.36000061035156,10,17.12189292907715,2,4,51,10,90,1.149999976158142,1,MABOUNIE
MAB06h,211980000100060797,16.804471819965066,124.54652404785156,BEAM0000,2022-09-09T22:30:42Z,25.739999771118164,7,17.12350845336914,2,4,39,7,77,1.149999976158142,1,MABOUNIE
MAB06h,211980000100060798,34.49818538792319,306.2043762207031,BEAM0000,2022-09-09T22:30:42Z,42.15999984741211,11,17.121219635009766,2,4,39,7,74,1.149999976158142,1,MABOUNIE
MAB01h,211980100100057254,29.689092418918047,253.412353515625,BEAM0001,2022-09-09T22:30:43Z,41.68000030517578,12,17.122713088989258,2,4,61,7,100,1.149999976158142,1,MABOUNIE
MAB01h,211980100100057255,19.384462990444927,149.31951904296875,BEAM0001,2022-09-09T22:30:43Z,29.959999084472656,7,17.120750427246094,2,4,64,7,83,1.149999976158142,1,MABOUNIE
MAB01h,211980100100057256,24.212695107085104,217.4441680908203,BEAM0001,2022-09-09T22:30:43Z,40.970001220703125,14,17.125579833984375,2,4,64,7,83,1.149999976158142,1,MABOUNIE
MAB02h,211980600100277744,28.368918292893913,236.78370666503906,BEAM0110,2022-09-09T22:30:43Z,44.65999984741211,11,17.129350662231445,2,4,56,7,97,1.149999976158142,1,MABOUNIE
MAB02h,211980600100277745,27.354934169586144,253.826171875,BEAM0110,2022-09-09T22:30:43Z,43.400001525878906,7,17.123857498168945,2,4,56,7,100,1.149999976158142,1,MABOUNIE
MAB02h,211980600100277746,26.47230076753081,215.4229736328125,BEAM0110,2022-09-09T22:30:43Z,38.25,10,17.120033264160156,2,4,56,7,100,1.149999976158142,1,MABOUNIE
MAB02h,227920600400504019,12.960731259406877,91.732513427734375,BEAM0110,2022-12-21T18:52:45Z,22.559999465942383,5,17.124679565429688,2,4,56,7,95,1.149999976158142,1,MABOUNIE
LOP09h,158050100400314262,9.653245510683348,68.42090606689453,BEAM0001,2021-09-27T04:07:20Z,18.779998779296875,5,17.12870216369629,2,4,55,4,97,1.149999976158142,1,LOPE
LOP09h,158050100400314263,9.678458831490381,67.76252746582031,BEAM0001,2021-09-27T04:07:20Z,21.8799991607666,7,17.124347686767578,2,4,55,6,90,1.149999976158142,1,LOPE
LOP12h,158050200400319849,13.223843955365682,90.45609283447266,BEAM0010,2021-09-27T04:07:20Z,22.899999618530273,6,17.12381362915039,2,4,42,7,83,1.149999976158142,1,LOPE
LOP07h,158050200400319894,33.96238023658982,278.0388488769531,BEAM0010,2021-09-27T04:07:20Z,36.08000183105469,6,17.124629974365234,2,4,48,6,74,1.149999976158142,1,LOPE
LOP07h,158050200400319896,8.181112080517867,58.931068420410156,BEAM0010,2021-09-27T04:07:20Z,18.25,4,17.128355026245117,2,4,48,6,76,1.149999976158142,1,LOPE
LOP03h,78600600400730683,1.6323282650660587,38.358116149902344,BEAM0110,2020-05-02T14:50:43Z,24.459999084472656,1,17.132102966308594,2,4,32,8,54,1.149999976158142,1,LOPE
LOP09h,141360600200277044,21.371524928971695,151.49586486816406,BEAM0110,2021-06-11T10:42:11Z,27.399999618530273,6,17.125308990478516,2,4,55,6,90,1.149999976158142,1,LOPE
LOP09h,141360600200277045,46.751352417388865,411.18634033203125,BEAM0110,2021-06-11T10:42:11Z,44.59000015258789,12,17.12818717956543,2,4,55,4,90,1.149999976158142,1,LOPE
LOP09h,141360600200277046,29.342324626604874,264.5966491699219,BEAM0110,2021-06-11T10:42:11Z,42.08000183105469,7,17.12120819091797,2,4,55,4,90,1.149999976158142,1,LOPE
LOP03h,141360800200062228,2.668674384065913,38.18238830566406,BEAM1000,2021-06-11T10:42:11Z,23.270000457763672,3,17.1308650970459,2,4,32,8,54,1.149999976158142,1,LOPE
LOP03h,141360800200062229,0.038569904212969526,12.12104320526123,BEAM1000,2021-06-11T10:42:11Z,10.050000190734863,1,17.138866424560547,2,4,31,6,51,1.149999976158142,1,LOPE
LOP03h,141360800200062230,0,11.2582368850708,BEAM1000,2021-06-11T10:42:11Z,9.380000114440918,1,17.139352798461914,2,4,31,6,43,1.149999976158142,1,LOPE
LOP03h,141360800200062231,4.4490364508309455,42.18992614746094,BEAM1000,2021-06-11T10:42:11Z,24.510000228881836,2,17.132526397705078,2,4,31,6,56,1.149999976158142,1,LOPE
LOP07h,141360800200062245,52.624447899997875,486.1462097167969,BEAM1000,2021-06-11T10:42:11Z,46.939998626708984,12,17.134197235107422,2,4,52,6,76,1.149999976158142,1,LOPE
LOP07h,141360800200062246,37.392045374796034,296.68670654296875,BEAM1000,2021-06-11T10:42:11Z,38.11000061035156,10,17.125629425048828,2,4,52,6,90,1.149999976158142,1,LOPE
LOP07h,141360800200062247,27.252162687634225,207.6433563232422,BEAM1000,2021-06-11T10:42:11Z,32.29999923706055,11,17.123781204223633,2,4,52,6,89,1.149999976158142,1,LOPE
LOP07h,141360800200062248,39.225493706549415,315.11553955078125,BEAM1000,2021-06-11T10:42:11Z,39.119998931884766,10,17.125093460083008,2,4,48,6,86,1.149999976158142,1,LOPE
LOP08h,165450500200080554,53.93493891162405,478.80145263671875,BEAM0101,2021-11-13T22:15:33Z,48.130001068115234,10,17.131025314331055,2,4,34,5,95,1.149999976158142,1,LOPE
LOP08h,165450500200080555,46.92814283186272,399.7307434082031,BEAM0101,2021-11-13T22:15:33Z,43.27000045776367,7,17.129562377929688,2,4,34,5,100,1.149999976158142,1,LOPE
LOP08h,165450500200080556,47.03828537596,397.8821716308594,BEAM0101,2021-11-13T22:15:33Z,43.97999954223633,9,17.12836456298828,2,4,34,5,100,1.149999976158142,1,LOPE
LOP08h,165450500200080557,39.55615350375465,334.21466064453125,BEAM0101,2021-11-13T22:15:33Z,39.15999984741211,8,17.12883949279785,2,4,31,7,100,1.149999976158142,1,LOPE
LOP01h,165451100200080385,0,10.392394065856934,BEAM1011,2021-11-13T22:15:33Z,8.84000015258789,1,17.14059066772461,2,4,32,9,43,1.149999976158142,1,LOPE
LOP01h,165451100200080386,0,10.286048889160156,BEAM1011,2021-11-13T22:15:33Z,8.65999984741211,1,17.140981674194336,2,4,32,9,43,1.149999976158142,1,LOPE
LOP01h,165451100200080387,0,10.52496337890625,BEAM1011,2021-11-13T22:15:33Z,8.880000114440918,1,17.14076805114746,2,4,32,9,36,1.149999976158142,1,LOPE
LOP01h,165451100200080388,0,10.378406524658203,BEAM1011,2021-11-13T22:15:33Z,8.690000534057617,1,17.14102554321289,2,4,32,9,31,1.149999976158142,1,LOPE
