areacode,mean_biwf,mean_l4_agbd,n_gedi_shots
LOP01h,0,10.405506134033203,2
LOP03h,2.571593695044811,20.579132080078125,3
LOP07h,206.26928713863794,296.68670654296875,1
LOP08h,285.85799275921283,398.80645751953125,2
LOP09h,225.69903324519015,337.89149475097656,2
LOP12h,51.13757141744726,90.45609283447266,1
MAB04h,227.8867852968425,339.50968170166016,2
MAB05h,206.0452076693357,332.8814697265625,1
MON02h,88.93663137709427,155.5268325805664,2
MON21Ah,63.08515683464555,121.69010925292969,1
